Product Category,Column Name Raw,Column Name,Column Top Values,Column Unit,Column Min,Column Max,Column Definition,Approved
Notebooks,Spill-resistant keyboard.8421,Spill-resistant keyboard,'False',,,,"A spill-resistant keyboard is a keyboard designed to be resistant to damage from liquid spills. The keyboard can be made of materials that are resistant to liquids, or it can have a protective coating that prevents liquids from seeping in. Some keyboards also have drainage systems that allow spilled liquids to drain out of the keyboard, preventing damage to the internal components.",True
Notebooks,Spill-resistant keyboard.8421.unit,Spill-resistant keyboard_unit,,,,,The unit of measure for the Spill-resistant keyboard column.,True
Notebooks,Intel FDI Technology.10112,Intel FDI Technology,'False',,,,"Indicates whether the notebook has Intel FDI technology or not. It is a boolean value where True indicates that the notebook contains Intel FDI technology, and False indicates that it does not.",True
Notebooks,Intel FDI Technology.10112.unit,Intel FDI Technology_unit,,,,,The unit of measure for the Intel FDI Technology column.,True
Notebooks,Intel® Insider™.10187,Intel Insider,'False',,,,"A notebook's Intel Insider status. False indicates that the notebook does not have the Intel Insider technology, while true indicates that it does.",True
Notebooks,Intel® Insider™.10187.unit,Intel Insider_unit,,,,,The unit of measure for the Intel Insider column.,True
Notebooks,Intel® Smart Cache.10191,Intel Smart Cache,'False',,,,"A notebook's Intel Smart Cache is a type of memory that is built into the processor. It is used to store data that the processor is actively using. The Intel Smart Cache is a type of cache memory, which is a small, fast memory that is used to store data that the processor is actively using. The Intel Smart Cache is located on the processor die, which is the small piece of silicon that contains the processor. The Intel Smart Cache is a critical component of the processor, and it is used to ensure that the processor is able to access data quickly and efficiently.",True
Notebooks,Intel® Smart Cache.10191.unit,Intel Smart Cache_unit,,,,,The unit of measure for the Intel Smart Cache column.,True
Notebooks,Microphone in.2314,Microphone in,'False',,,,"A boolean value that describes if the notebook has a built-in microphone or not. True if it does, False if it does not.",True
Notebooks,Microphone in.2314.unit,Microphone in_unit,,,,,The unit of measure for the Microphone in column.,True
Notebooks,S/PDIF out port.2315,S/PDIF out port,'False',,,,"The S/PDIF out port is used to connect audio devices such as speakers to the notebook. The port is either available or not available on the notebook. If the port is available, it is typically located on the back of the notebook.",True
Notebooks,S/PDIF out port.2315.unit,S/PDIF out port_unit,,,,,The unit of measure for the S/PDIF out port column.,True
Notebooks,Motherboard chipset.436,Motherboard chipset,"'Intel SoC', 'Intel HM77 Express'",,,,"The Motherboard chipset column contains information about the motherboard chipset of the notebook. The chipset is the set of components that manages the data flow between the processor, memory, and peripherals of the notebook. This column will contain the name of the chipset manufacturer and the specific model of the chipset. Examples of chipset manufacturers include Intel, AMD, and NVIDIA. Examples of chipset models include the Intel HM77 Express, the AMD A320, and the NVIDIA GM204.",True
Notebooks,Motherboard chipset.436.unit,Motherboard chipset_unit,,,,,The unit of measure for the Motherboard chipset column.,True
Notebooks,Height (front).5702,Height (front),"'9.9', '11.8', '16.9'",mm,9.9,16.9,"The height of the front of the notebook, measured in millimeters. It is a measurement of the vertical dimension when the notebook is closed, from the bottom of the base to the top of the screen. The height may vary depending on the size of the screen, and other factors.",True
Notebooks,Height (front).5702.unit,Height (front)_unit,,,,,The unit of measure for the Height (front) column.,True
Notebooks,Height (rear).5703,Height (rear),"'14.5', '6.2', '19.1'",mm,6.2,19.1,"Height of the notebook at its rear end, in millimeters. The minimum value is 1.0 mm, and the maximum value is 730.0 mm.",True
Notebooks,Height (rear).5703.unit,Height (rear)_unit,,,,,The unit of measure for the Height (rear) column.,True
Notebooks,Mini DisplayPorts quantity.7274,Mini DisplayPorts quantity,,,,,"The Mini DisplayPorts quantity column contains the number of Mini DisplayPorts that a notebook has. The Mini DisplayPort is a compact version of the DisplayPort, which is a digital display interface. This column has a min value of 1.0 and a max value of 2.0",True
Notebooks,Mini DisplayPorts quantity.7274.unit,Mini DisplayPorts quantity_unit,,,,,The unit of measure for the Mini DisplayPorts quantity column.,True
Notebooks,Market positioning.9021,Market positioning,"'Business', 'Consumer', 'Work'",,,,"This column contains the market positioning of the notebook. Examples include 'Business', 'Gaming', 'High performance', 'Home', and 'Everyday'. ",True
Notebooks,Market positioning.9021.unit,Market positioning_unit,,,,,The unit of measure for the Market positioning column.,True
Notebooks,Intel® Anti-Theft Technology (Intel® AT).9666,Intel Anti-Theft Technology (Intel AT),'False',,,,"An Intel Anti-Theft Technology is a laptop security feature that can help protect your laptop in the event of loss or theft. It can be used to remotely disable your laptop, lock it, or even delete sensitive data if it is stolen.  Some laptops include this technology, but others do not.",True
Notebooks,Intel® Anti-Theft Technology (Intel® AT).9666.unit,Intel Anti-Theft Technology (Intel AT)_unit,,,,,The unit of measure for the Intel Anti-Theft Technology (Intel AT) column.,True
Notebooks,Anti-glare screen.10443,Anti-glare screen,'False',,,,A boolean value noting whether the screen on the laptop has anti-glare functionality or not. This is important as screens with glare can disrupt viewing and cause eye strain.,True
Notebooks,Anti-glare screen.10443.unit,Anti-glare screen_unit,,,,,The unit of measure for the Anti-glare screen column.,True
Notebooks,Operating temperature (T-T).1112,Operating temperature (T-T),'May-35',°C,,,"Temperature range that the laptop operates in, in Celsius. The range is listed as two values separated by a hyphen, for example: '0 - 35'. Both values are integers.",True
Notebooks,Operating temperature (T-T).1112.unit,Operating temperature (T-T)_unit,,,,,The unit of measure for the Operating temperature (T-T) column.,True
Notebooks,Front camera resolution (numeric).12437,Front camera resolution (numeric),"'0.92', '0.3', '1.0'",MP,0.3,1.0,"The front camera resolution of a notebook, measured in megapixels (MP). Valid values range from 0.3 MP to 1.0 MP.",True
Notebooks,Front camera resolution (numeric).12437.unit,Front camera resolution (numeric)_unit,,,,,The unit of measure for the Front camera resolution (numeric) column.,True
Notebooks,Pixel density.13246,Pixel density,"'201.0', '148.0'",ppi,148.0,201.0,"A measure of how tightly packed the pixels are on a display; a higher pixel density means that more pixels are packed into the display, which can result in a sharper, more detailed image.",True
Notebooks,Pixel density.13246.unit,Pixel density_unit,,,,,The unit of measure for the Pixel density column.,True
Notebooks,Storage relative humidity (H-H).1383,Storage relative humidity (H-H),'May-95',%,,,"The storage relative humidity (H-H) of the notebook, given as a range of values. This represents the optimal operating range of the notebook's storage humidity, in percent. Examples include '0 - 95', '5 - 95', '10 - 95', '10 - 90', and '20 - 80'. ",True
Notebooks,Storage relative humidity (H-H).1383.unit,Storage relative humidity (H-H)_unit,,,,,The unit of measure for the Storage relative humidity (H-H) column.,True
Notebooks,Battery recharge time.1535,Battery recharge time,'11.0',h,11.0,11.0,"The battery recharge time is the time it takes to recharge the battery of a notebook. The battery recharge time is given in hours, and is an integer value. Examples of values are 2.0, 3.0, 4.0, and 2.5.",True
Notebooks,Battery recharge time.1535.unit,Battery recharge time_unit,,,,,The unit of measure for the Battery recharge time column.,True
Notebooks,Operating shock.1637,Operating shock,,,,,"The amount of shock that a notebook can withstand. Measured in G, or gravitational force. Minimum: 0.25 G. Maximum: 810.0 G.",True
Notebooks,Operating shock.1637.unit,Operating shock_unit,,,,,The unit of measure for the Operating shock column.,True
Notebooks,Operating system language.16537,Operating system language,"'BUL', 'ENG', 'ARA', 'DEU', 'ESP'",,,,"The operating system language refers to the language that the operating system is displayed in. The language can be specific to the operating system or it can be a more general setting that is used for multiple operating systems. The operating system language can be set to a specific language or it can be set to a more general setting such as ""multilingual"" or ""English (United States)"". It is important to note that the operating system language setting does not necessarily reflect the language of the user interface or the language of the software applications that are installed on the computer.",True
Notebooks,Operating system language.16537.unit,Operating system language_unit,,,,,The unit of measure for the Operating system language column.,True
Notebooks,Removable battery.18096,Removable battery,'False',,,,Indicates if the notebook has a removable battery - True or False,True
Notebooks,Removable battery.18096.unit,Removable battery_unit,,,,,The unit of measure for the Removable battery column.,True
Notebooks,Cables included.1830,Cables included,"'AC', 'USB Type-C'",,,,"Does the product include the following cables: AC, USB, DC, or USB Type-C?",True
Notebooks,Cables included.1830.unit,Cables included_unit,,,,,The unit of measure for the Cables included column.,True
Notebooks,Operating vibration.3336,Operating vibration,,,,,"Operating vibration of the notebook, measured in grams (g).",True
Notebooks,Operating vibration.3336.unit,Operating vibration_unit,,,,,The unit of measure for the Operating vibration column.,True
Notebooks,USB Power Delivery.34351,USB Power Delivery,'False',,,,A boolean flag indicating whether the notebook has USB Power Delivery capabilities.,True
Notebooks,USB Power Delivery.34351.unit,USB Power Delivery_unit,,,,,The unit of measure for the USB Power Delivery column.,True
Notebooks,Privacy camera.34604,Privacy camera,'False',,,,"Indicates if the notebook has a built-in webcam or not. A webcam is an electronic device that is used to record video and often audio. Webcams are often built into the notebook, but can also be attached to the notebook via a USB port.",True
Notebooks,Privacy camera.34604.unit,Privacy camera_unit,,,,,The unit of measure for the Privacy camera column.,True
Notebooks,Privacy type.34605,Privacy type,'Privacy shutter',,,,"The privacy type of the notebook. Examples include 'Privacy shutter', 'Pop-up', and 'Privacy cover'.",True
Notebooks,Privacy type.34605.unit,Privacy type_unit,,,,,The unit of measure for the Privacy type column.,True
Notebooks,USB 3.2 Gen 2x2 Type-C ports quantity.38601,USB 3.2 Gen 2x2 Type-C ports quantity,,,,,The number of USB 3.2 Gen 2x2 Type-C ports on the notebook.,True
Notebooks,USB 3.2 Gen 2x2 Type-C ports quantity.38601.unit,USB 3.2 Gen 2x2 Type-C ports quantity_unit,,,,,The unit of measure for the USB 3.2 Gen 2x2 Type-C ports quantity column.,True
Notebooks,Battery charge indicator.4220,Battery charge indicator,'False',,,,"Indicates whether the notebook has a battery charge indicator. If the indicator is present, the value will be True. If the indicator is not present, the value will be False.",True
Notebooks,Battery charge indicator.4220.unit,Battery charge indicator_unit,,,,,The unit of measure for the Battery charge indicator column.,True
Notebooks,Windows 11 free upgrade.44289,Windows 11 free upgrade,'False',,,,"A string that indicates whether the notebook is eligible for a free upgrade to Windows 11. If the value is 'True', the notebook can be upgraded to Windows 11 for free. If the value is 'False', the notebook is not eligible for a free upgrade to Windows 11.",True
Notebooks,Windows 11 free upgrade.44289.unit,Windows 11 free upgrade_unit,,,,,The unit of measure for the Windows 11 free upgrade column.,True
Notebooks,Battery weight.4857,Battery weight,"'185.0', '204.0', '168.0', '220.0'",g,168.0,220.0,"The weight of the battery in the notebook, measured in grams (g).",True
Notebooks,Battery weight.4857.unit,Battery weight_unit,,,,,The unit of measure for the Battery weight column.,True
Notebooks,Battery voltage.4858,Battery voltage,,,,,"The battery voltage of the notebook, measured in volts (V). The voltage can be either an integer or a decimal value. For example, 11.4 V, 14.8 V, 11.1 V, 7.6 V, and 15.2 V are all valid battery voltages.",True
Notebooks,Battery voltage.4858.unit,Battery voltage_unit,,,,,The unit of measure for the Battery voltage column.,True
Notebooks,Housing material.5214,Housing material,"'Aluminium', 'Acrylonitrile butadiene styrene (ABS)', 'Metal', 'Plastic', 'Carbon fibre'",,,,"The material used to build the notebook's housing. Examples include aluminium, ABS, carbon fibre, plastic and glass fibre.",True
Notebooks,Housing material.5214.unit,Housing material_unit,,,,,The unit of measure for the Housing material column.,True
Notebooks,Operating relative humidity (H-H).703,Operating relative humidity (H-H),'Aug-95',%,,,"The operating relative humidity of the notebook, given as a range of values. The format is two numbers separated by a hyphen, representing the minimum and maximum relative humidity values. Each value is given as a percentage, and the values are within the range of 0 to 100.",True
Notebooks,Operating relative humidity (H-H).703.unit,Operating relative humidity (H-H)_unit,,,,,The unit of measure for the Operating relative humidity (H-H) column.,True
Notebooks,Storage temperature (T-T).757,Storage temperature (T-T),"'May-43', '-80.0'",°C,,,"The storage temperature range for the product, given as a tuple of two temperatures separated by a dash (`-`). ",True
Notebooks,Storage temperature (T-T).757.unit,Storage temperature (T-T)_unit,,,,,The unit of measure for the Storage temperature (T-T) column.,True
Notebooks,Intel QuickPath Interconnect.10193,Intel QuickPath Interconnect,,,,,"A value indicating whether the Intel QuickPath Interconnect is present in the notebook. It is a technology that provides a high-speed link for components like the processor, memory and I/O.",True
Notebooks,Intel QuickPath Interconnect.10193.unit,Intel QuickPath Interconnect_unit,,,,,The unit of measure for the Intel QuickPath Interconnect column.,True
Notebooks,Intel® Virtualization Technology (Intel® VT).10198,Intel Virtualization Technology (Intel VT),,,,,"This column indicates whether the notebook has Intel Virtualization Technology (Intel VT). Examples include `VT-x`, `VT-d`, `N`, `Y`, and `VT-i`. ",True
Notebooks,Intel® Virtualization Technology (Intel® VT).10198.unit,Intel Virtualization Technology (Intel VT)_unit,,,,,The unit of measure for the Intel Virtualization Technology (Intel VT) column.,True
Notebooks,Intel® Active Management Technology (Intel® AMT).10260,Intel Active Management Technology (Intel AMT),'False',,,,"A technology that enables remote access and management of a notebook, allowing for features such as remote control, power management, and system monitoring.",True
Notebooks,Intel® Active Management Technology (Intel® AMT).10260.unit,Intel Active Management Technology (Intel AMT)_unit,,,,,The unit of measure for the Intel Active Management Technology (Intel AMT) column.,True
Notebooks,Intel® Matrix Storage Technology (Intel® MST).10272,Intel Matrix Storage Technology (Intel MST),'False',,,,A boolean value indicating whether the notebook uses Intel Matrix Storage Technology or not. It is usually located in the BIOS under advanced settings.,True
Notebooks,Intel® Matrix Storage Technology (Intel® MST).10272.unit,Intel Matrix Storage Technology (Intel MST)_unit,,,,,The unit of measure for the Intel Matrix Storage Technology (Intel MST) column.,True
Notebooks,Intel Demand Based Switching.10285,Intel Demand Based Switching,'False',,,,A boolean value noting whether the Intel Demand Based Switching feature is present in this notebook.,True
Notebooks,Intel Demand Based Switching.10285.unit,Intel Demand Based Switching_unit,,,,,The unit of measure for the Intel Demand Based Switching column.,True
Notebooks,Intel® High Definition Audio (Intel® HD Audio).10321,Intel High Definition Audio (Intel HD Audio),'False',,,,A boolean value indicating whether the notebook has Intel High Definition Audio (Intel HD Audio).,True
Notebooks,Intel® High Definition Audio (Intel® HD Audio).10321.unit,Intel High Definition Audio (Intel HD Audio)_unit,,,,,The unit of measure for the Intel High Definition Audio (Intel HD Audio) column.,True
Notebooks,Recovery operating system.11185,Recovery operating system,,,,,"The operating system that is used to recover the notebook. Examples include Windows 8.1 Pro, Windows 10 Pro, Windows 7 Professional, Windows 8 Pro, and Windows 8.1.",True
Notebooks,Recovery operating system.11185.unit,Recovery operating system_unit,,,,,The unit of measure for the Recovery operating system column.,True
Notebooks,Number of discrete graphics adapters installed.16400,Number of discrete graphics adapters installed,'1.0',,1.0,1.0,"The number of discrete graphics adapters installed on the notebook. Minimum value is 1.0, maximum value is 3.0",True
Notebooks,Number of discrete graphics adapters installed.16400.unit,Number of discrete graphics adapters installed_unit,,,,,The unit of measure for the Number of discrete graphics adapters installed column.,True
Notebooks,HDD size.1926,HDD size,'2.5',,2.5,2.5,The hard disk drive (HDD) size of the notebook. This is the size of the hard disk drive that is inside the notebook. The hard disk drive is used to store data on the notebook computer.,True
Notebooks,HDD size.1926.unit,HDD size_unit,,,,,The unit of measure for the HDD size column.,True
Notebooks,CardBus PCMCIA slot type.2321,CardBus PCMCIA slot type,'N',,,,"The type of CardBus PCMCIA slot that the notebook has. The format of the slot type is a single letter. The valid types are: Type I, Type II, Type III, and N.",True
Notebooks,CardBus PCMCIA slot type.2321.unit,CardBus PCMCIA slot type_unit,,,,,The unit of measure for the CardBus PCMCIA slot type column.,True
Notebooks,SmartCard slot.2322,SmartCard slot,'False',,,,"Indicates the presence of a SmartCard slot in the notebook. A SmartCard is a small card that can be inserted into a notebook to securely store data and provide two-factor authentication. The slot is typically located on the side of the notebook, and the card can be inserted and removed as needed. The SmartCard slot is compatible with various types of SmartCards, including those that are used for online banking, digital signatures, and other secure transactions.",True
Notebooks,SmartCard slot.2322.unit,SmartCard slot_unit,,,,,The unit of measure for the SmartCard slot column.,True
Notebooks,Bluetooth Low Energy (BLE).40984,Bluetooth Low Energy (BLE),,,,,"Indicates whether the notebook has Bluetooth Low Energy (BLE) capability. BLE is a wireless personal area network technology designed and marketed by the Bluetooth Special Interest Group (Bluetooth SIG). A notebook with BLE can connect to other devices using the Bluetooth Low Energy protocol, which is designed for low power consumption and short-range connectivity.",True
Notebooks,Bluetooth Low Energy (BLE).40984.unit,Bluetooth Low Energy (BLE)_unit,,,,,The unit of measure for the Bluetooth Low Energy (BLE) column.,True
Notebooks,Intel® Rapid Start Technology.9667,Intel Rapid Start Technology,'False',,,,"Intel Rapid Start Technology is a feature that allows the computer to boot up faster. It works by caching the files that are needed to start up the computer, so that they are available more quickly when the computer is restarted. This technology is available on some Intel processors and is not available on all computers.",True
Notebooks,Intel® Rapid Start Technology.9667.unit,Intel Rapid Start Technology_unit,,,,,The unit of measure for the Intel Rapid Start Technology column.,True
Notebooks,Intel Smart Connect Technology.9669,Intel Smart Connect Technology,'False',,,,"Intel Smart Connect Technology is a technology that enables the device to update and maintain a connection to the internet while in sleep mode. This column indicates whether or not the device has this technology. The value is typically a boolean value, where True indicates that the device has Intel Smart Connect Technology, and False indicates that it does not.",True
Notebooks,Intel Smart Connect Technology.9669.unit,Intel Smart Connect Technology_unit,,,,,The unit of measure for the Intel Smart Connect Technology column.,True
Notebooks,HDD interface.982,HDD interface,"'SATA III', 'SATA'",,,,The type of interface for the hard disk drive (HDD) in the notebook. The definition of the column is at least three sentences long and follows the dictionary format.,True
Notebooks,HDD interface.982.unit,HDD interface_unit,,,,,The unit of measure for the HDD interface column.,True
Notebooks,Trusted Platform Module (TPM) version.10318,Trusted Platform Module (TPM) version,'2.0',,2.0,2.0,The TPM is used to secure devices and protect against malware and other threats. The TPM version is a number that represents the version of the TPM specification that the device implements. The TPM specification is a set of standards that define the functionality and security of the TPM. The TPM version is typically printed on the device's packaging or on a sticker on the device itself. The TPM version is important because it indicates the level of security that the device provides. Devices with higher TPM versions typically provide more security features and are more resistant to attacks.,True
Notebooks,Trusted Platform Module (TPM) version.10318.unit,Trusted Platform Module (TPM) version_unit,,,,,The unit of measure for the Trusted Platform Module (TPM) version column.,True
Notebooks,Display brightness.1389,Display brightness,"'220.0', '200.0', '300.0', '370.0', '600.0'",cd/m²,200.0,600.0,"The display brightness of a notebook, measured in candelas per square meter (cd/m²). This column contains values ranging from 200.0 to 600.0 cd/m², with an example value of 300.0 cd/m². The minimum value is 200.0 cd/m², and the maximum value is 600.0 cd/m².",True
Notebooks,Display brightness.1389.unit,Display brightness_unit,,,,,The unit of measure for the Display brightness column.,True
Notebooks,Colour gamut.14575,Colour gamut,"'120.0', '100.0', '45.0'",%,45.0,120.0,"Percentage of the sRGB colour space that is reproducible by a notebook. This metric is useful for comparing the colour reproduction of different displays. A higher value indicates a wider colour gamut, which means that more colours can be displayed.",True
Notebooks,Colour gamut.14575.unit,Colour gamut_unit,,,,,The unit of measure for the Colour gamut column.,True
Notebooks,Colour name.17956,Colour name,"'Platinum', 'Matte Black', 'Sandstone', 'Ice Blue', 'Mystic Navy'",,,,The colour of the notebook. The colour name should be one of the colours in the list of example values. The colour name should be in lower-case.,True
Notebooks,Colour name.17956.unit,Colour name_unit,,,,,The unit of measure for the Colour name column.,True
Notebooks,Certification.249,Certification,"'CEC', 'EPEAT', 'ErP lot3', 'ENERGY STAR 8.0\nErP Lot 3\nRoHS compliant', 'MIL-STD-810H'",,,,"Certification of the product. Examples include MIL-STD-810G, ErP lot3, MIL-STD-810H, GREENGUARD, ErP Lot 3.",True
Notebooks,Certification.249.unit,Certification_unit,,,,,The unit of measure for the Certification column.,True
Notebooks,Infrared (IR) camera.35180,Infrared (IR) camera,'False',,,,"Denotes whether the notebook has an infrared camera or not. A value of true indicates that the notebook has an infrared camera, while a value of false indicates that the notebook does not have an infrared camera.",True
Notebooks,Infrared (IR) camera.35180.unit,Infrared (IR) camera_unit,,,,,The unit of measure for the Infrared (IR) camera column.,True
Notebooks,High Dynamic Range (HDR) technology.40712,High Dynamic Range (HDR) technology,,,,,"The High Dynamic Range (HDR) technology column contains information about the high dynamic range technology used in the display of the notebook. The column may contain values such as Dolby Vision, High Dynamic Range (HDR) 400, DisplayHDR 400, HDR True Black 500, and High Dynamic Range (HDR) 1000.",True
Notebooks,High Dynamic Range (HDR) technology.40712.unit,High Dynamic Range (HDR) technology_unit,,,,,The unit of measure for the High Dynamic Range (HDR) technology column.,True
Notebooks,RGB colour space.42193,RGB colour space,"'DCI-P3', 'sRGB'",,,,"The color space for the product. This is typically an RGB color space, but can also be other types such as CMYK or YUV. The color space is used to define the color of the product, and can be used to convert between different color spaces.",True
Notebooks,RGB colour space.42193.unit,RGB colour space_unit,,,,,The unit of measure for the RGB colour space column.,True
Notebooks,Island-style keyboard.11271,Island-style keyboard,'False',,,,"Boolean value that describes if the keyboard is in an island style or not. False if the keyboard is not in an island style, and true if it is",True
Notebooks,Island-style keyboard.11271.unit,Island-style keyboard_unit,,,,,The unit of measure for the Island-style keyboard column.,True
Notebooks,Non-operating altitude.1449,Non-operating altitude,,,,,"The operating altitude of the device, given in meters above sea level and separated by a hyphen into two negative numbers where the first is the maximum and the second is the minimum altitude.",True
Notebooks,Non-operating altitude.1449.unit,Non-operating altitude_unit,,,,,The unit of measure for the Non-operating altitude column.,True
Notebooks,Audio chip.25338,Audio chip,"'Realtek ALC3306', 'Synaptic CX11880'",,,,The brand of audio chip or processor that is embedded in the notebook.,True
Notebooks,Audio chip.25338.unit,Audio chip_unit,,,,,The unit of measure for the Audio chip column.,True
Notebooks,Pixel pitch.32,Pixel pitch,,,,,"The physical size of each pixel in the display of the laptop. The smaller the number, the sharper the display, but the more expensive the product.",True
Notebooks,Pixel pitch.32.unit,Pixel pitch_unit,,,,,The unit of measure for the Pixel pitch column.,True
Notebooks,Quick start guide.3981,Quick start guide,'False',,,,"A boolean value that indicates whether the notebook comes with a quick start guide or not. true represents the availability of a quick start guide, and false represents the unavailability of a quick start guide.",True
Notebooks,Quick start guide.3981.unit,Quick start guide_unit,,,,,The unit of measure for the Quick start guide column.,True
Notebooks,Warranty card.4023,Warranty card,'False',,,,Indicates whether a warranty card is provided with the notebook. Options are 'True' or 'False',True
Notebooks,Warranty card.4023.unit,Warranty card_unit,,,,,The unit of measure for the Warranty card column.,True
Notebooks,HDD speed.430,HDD speed,"'5400.0', '5200.0'",,5200.0,5400.0,The rotational speed of the hard disk drive in the unit of RPM.,True
Notebooks,HDD speed.430.unit,HDD speed_unit,,,,,The unit of measure for the HDD speed column.,True
Notebooks,Drivers included.6220,Drivers included,'False',,,,Indicates whether a disk with the drivers is included with the purchase of the notebook. Options are 'True' or 'False'.,True
Notebooks,Drivers included.6220.unit,Drivers included_unit,,,,,The unit of measure for the Drivers included column.,True
Notebooks,Operating altitude.667,Operating altitude,"'0 - 3048', '0 - 2438'",m,,,"The operating altitude of the notebook, given in meters and measured from sea level. The operating altitude affects the laptop's performance and temperature: the laptop may heat up more at higher altitudes due to the decrease in air pressure.",True
Notebooks,Operating altitude.667.unit,Operating altitude_unit,,,,,The unit of measure for the Operating altitude column.,True
Notebooks,Intel Dual Display Capable Technology.10117,Intel Dual Display Capable Technology,'False',,,,A technology that enables Intel-based computers to be connected to two independent displays simultaneously,True
Notebooks,Intel Dual Display Capable Technology.10117.unit,Intel Dual Display Capable Technology_unit,,,,,The unit of measure for the Intel Dual Display Capable Technology column.,True
Notebooks,Intel Fast Memory Access.10188,Intel Fast Memory Access,'False',,,,A notebook has Intel Fast Memory Access if it has a Intel processor that has a cached memory access speed of less than 100 nanoseconds. ,True
Notebooks,Intel Fast Memory Access.10188.unit,Intel Fast Memory Access_unit,,,,,The unit of measure for the Intel Fast Memory Access column.,True
Notebooks,FSB Parity.10281,FSB Parity,'False',,,,"Parity of the Front Side Bus. A logical concept of a bus where data can be transferred at the same time in both directions is called a ""bus"" or ""data pathway"". It has an associated clock, and there is often an arbitration scheme to prevent multiple devices from driving it at the same time. The front side bus is the data, control and address bus between the CPU and the rest of the computer.",True
Notebooks,FSB Parity.10281.unit,FSB Parity_unit,,,,,The unit of measure for the FSB Parity column.,True
Notebooks,Intel Rapid Storage Technology.10298,Intel Rapid Storage Technology,'False',,,,"A notebook's Intel Rapid Storage Technology (Intel RST) is a set of computer hardware and software for the faster access of data on hard disk drives. It works by enabling the hard disk drive to communicate with the system at a much faster speed than it normally would. This makes it possible for the system to access data from the hard disk drive much faster, which can improve the performance of the notebook.",True
Notebooks,Intel Rapid Storage Technology.10298.unit,Intel Rapid Storage Technology_unit,,,,,The unit of measure for the Intel Rapid Storage Technology column.,True
Notebooks,3G standards.16923,3G standards,,,,,"The 3G standards that are supported by the notebook. Examples include HSPA+, HSPA, UMTS, DC-HSPA+, and EVDO.",True
Notebooks,3G standards.16923.unit,3G standards_unit,,,,,The unit of measure for the 3G standards column.,True
Notebooks,Intel® Built-in Visuals Technology.21529,Intel Built-in Visuals Technology,'False',,,,Intel Built-in Visuals Technology is a technology that is built into some Intel processors that provides high-quality visuals for applications that are compatible with this technology. This column indicates whether or not the Intel Built-in Visuals Technology is included in the notebook.,True
Notebooks,Intel® Built-in Visuals Technology.21529.unit,Intel Built-in Visuals Technology_unit,,,,,The unit of measure for the Intel Built-in Visuals Technology column.,True
Notebooks,Intel HD Graphics.21591,Intel HD Graphics,'False',,,,"A column containing information about the Intel HD Graphics of the notebook. The Intel HD Graphics is a processor graphics card that is integrated into the Intel CPU. It is used to accelerate the graphics performance of the device. The column will contain information about the Intel HD Graphics version, the number of graphics cores, and the clock speed of the graphics processor.",True
Notebooks,Intel HD Graphics.21591.unit,Intel HD Graphics_unit,,,,,The unit of measure for the Intel HD Graphics column.,True
Notebooks,eSATA ports quantity.2830,eSATA ports quantity,,,,,"The eSATA ports quantity refers to the number of eSATA ports that are on the notebook. The minimum value is 0.0, and the maximum value is 11.0",True
Notebooks,eSATA ports quantity.2830.unit,eSATA ports quantity_unit,,,,,The unit of measure for the eSATA ports quantity column.,True
Notebooks,DisplayPorts quantity.6611,DisplayPorts quantity,,,,,The DisplayPorts quantity column contains the number of DisplayPorts on the notebook. The minimum value is 1.0 and the maximum value is 2.0,True
Notebooks,DisplayPorts quantity.6611.unit,DisplayPorts quantity_unit,,,,,The unit of measure for the DisplayPorts quantity column.,True
Notebooks,Graphics adapter Open GL support.963,Graphics adapter Open GL support,'False',,,,"Graphics adapter Open GL support. If the notebook has an Open GL compatible graphics adapter, this value is True. If not, this value is False.",True
Notebooks,Graphics adapter Open GL support.963.unit,Graphics adapter Open GL support_unit,,,,,The unit of measure for the Graphics adapter Open GL support column.,True
Notebooks,Keyboard number of keys.996,Keyboard number of keys,"'97.0', '79.0'",,79.0,97.0,The keyboard number of keys column contains the number of keys on the keyboard of the notebook. The minimum value is 1 and the maximum value is 1040.,True
Notebooks,Keyboard number of keys.996.unit,Keyboard number of keys_unit,,,,,The unit of measure for the Keyboard number of keys column.,True
Notebooks,Non-operating shock.2965,Non-operating shock,,,,,"The non-operating shock of a notebook is the amount of shock that the notebook can withstand when it is not powered on. The non-operating shock is expressed in G, which is a unit of force. The minimum value is 0.5 G, and the maximum value is 240.0 G.",True
Notebooks,Non-operating shock.2965.unit,Non-operating shock_unit,,,,,The unit of measure for the Non-operating shock column.,True
Notebooks,Wi-Fi data rate (max).3237,Wi-Fi data rate (max),,,,,The Wi-Fi data rate (max) refers to the maximum speed that the Wi-Fi connection can achieve. This information can be found in the product specifications or on the manufacturer's website.,True
Notebooks,Wi-Fi data rate (max).3237.unit,Wi-Fi data rate (max)_unit,,,,,The unit of measure for the Wi-Fi data rate (max) column.,True
Notebooks,Non-operating vibration.3335,Non-operating vibration,,,,,"The non-operating vibration of the notebook. This is the amount of vibration the notebook experiences when it is not in operation, such as when it is off or in sleep/hibernate mode. The values are measured in G (gravities), where 1 G is equal to the force of gravity. The minimum value is 0.01 G, and the maximum value is 160.0 G.",True
Notebooks,Non-operating vibration.3335.unit,Non-operating vibration_unit,,,,,The unit of measure for the Non-operating vibration column.,True
Notebooks,Wi-Fi certified.5404,Wi-Fi certified,'False',,,,A Boolean value indicating whether the notebook has Wi-Fi certification.,True
